 * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
127.0.0.1 - - [27/Oct/2018 15:23:28] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [27/Oct/2018 16:35:34] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [27/Oct/2018 16:35:34] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [27/Oct/2018 16:35:34] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [27/Oct/2018 16:35:34] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [27/Oct/2018 16:35:34] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [27/Oct/2018 16:35:34] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [27/Oct/2018 16:35:34] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [27/Oct/2018 16:35:34] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [27/Oct/2018 16:35:34] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [27/Oct/2018 16:35:34] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [27/Oct/2018 16:35:34] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [27/Oct/2018 16:59:22] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [27/Oct/2018 16:59:22] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [27/Oct/2018 16:59:22] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [27/Oct/2018 16:59:22] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [27/Oct/2018 16:59:22] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [27/Oct/2018 16:59:22] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [27/Oct/2018 16:59:23] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [27/Oct/2018 16:59:23] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [27/Oct/2018 16:59:23] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [27/Oct/2018 16:59:23] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [27/Oct/2018 16:59:23] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [27/Oct/2018 18:36:13] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [27/Oct/2018 18:36:14] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [27/Oct/2018 18:36:14] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [27/Oct/2018 18:36:14] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [27/Oct/2018 18:36:14] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [27/Oct/2018 18:36:14] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [27/Oct/2018 18:36:14] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [27/Oct/2018 18:36:14] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [27/Oct/2018 18:36:14] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [27/Oct/2018 18:36:14] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [27/Oct/2018 18:36:14] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [27/Oct/2018 19:36:05] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [27/Oct/2018 19:36:06] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [27/Oct/2018 19:36:06] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [27/Oct/2018 19:36:06] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [27/Oct/2018 19:36:06] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [27/Oct/2018 19:36:06] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [27/Oct/2018 19:36:06] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [27/Oct/2018 19:36:06] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [27/Oct/2018 19:36:06] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [27/Oct/2018 19:36:06] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [27/Oct/2018 19:36:06] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [27/Oct/2018 21:05:53] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [27/Oct/2018 21:05:54] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [27/Oct/2018 21:05:54] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [27/Oct/2018 21:05:54] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [27/Oct/2018 21:05:54] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [27/Oct/2018 21:05:54] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [27/Oct/2018 21:05:54] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [27/Oct/2018 21:05:54] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [27/Oct/2018 21:05:54] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [27/Oct/2018 21:05:54] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [27/Oct/2018 21:05:54] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [27/Oct/2018 21:22:40] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [27/Oct/2018 21:22:41] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [27/Oct/2018 21:22:41] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [27/Oct/2018 21:22:41] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [27/Oct/2018 21:22:41] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [27/Oct/2018 21:22:41] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [27/Oct/2018 21:22:41] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [27/Oct/2018 21:22:41] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [27/Oct/2018 21:22:41] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [27/Oct/2018 21:22:41] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [27/Oct/2018 21:22:41] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [28/Oct/2018 08:31:20] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [28/Oct/2018 08:31:21] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [28/Oct/2018 08:31:21] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [28/Oct/2018 08:31:21] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [28/Oct/2018 08:31:21] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [28/Oct/2018 08:31:21] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [28/Oct/2018 08:31:21] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [28/Oct/2018 08:31:21] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [28/Oct/2018 08:31:21] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [28/Oct/2018 08:31:21] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [28/Oct/2018 08:31:21] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [28/Oct/2018 09:56:56] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [28/Oct/2018 09:56:57] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [28/Oct/2018 09:56:57] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [28/Oct/2018 09:56:57] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [28/Oct/2018 09:56:57] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [28/Oct/2018 09:56:57] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [28/Oct/2018 09:56:57] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [28/Oct/2018 09:56:57] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [28/Oct/2018 09:56:58] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [28/Oct/2018 09:56:58] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [28/Oct/2018 09:56:58] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [28/Oct/2018 14:04:22] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [28/Oct/2018 14:04:22] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [28/Oct/2018 14:04:22] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [28/Oct/2018 14:04:22] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [28/Oct/2018 14:04:22] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [28/Oct/2018 14:04:22] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [28/Oct/2018 14:04:22] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [28/Oct/2018 14:04:22] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [28/Oct/2018 14:04:23] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [28/Oct/2018 14:04:23] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [28/Oct/2018 14:04:23] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [28/Oct/2018 18:45:38] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [28/Oct/2018 18:45:39] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [28/Oct/2018 18:45:39] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [28/Oct/2018 18:45:39] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [28/Oct/2018 18:45:39] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [28/Oct/2018 18:45:39] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [28/Oct/2018 18:45:40] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [28/Oct/2018 18:45:40] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [28/Oct/2018 18:45:40] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [28/Oct/2018 18:45:40] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [28/Oct/2018 18:45:40] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [28/Oct/2018 22:43:14] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [28/Oct/2018 22:43:15] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [28/Oct/2018 22:43:15] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [28/Oct/2018 22:43:15] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [28/Oct/2018 22:43:15] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [28/Oct/2018 22:43:15] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [28/Oct/2018 22:43:16] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [28/Oct/2018 22:43:16] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [28/Oct/2018 22:43:16] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [28/Oct/2018 22:43:16] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [28/Oct/2018 22:43:16] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [29/Oct/2018 08:50:41] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [29/Oct/2018 08:50:41] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [29/Oct/2018 08:50:41] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [29/Oct/2018 08:50:41] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [29/Oct/2018 08:50:41] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [29/Oct/2018 08:50:41] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [29/Oct/2018 08:50:41] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [29/Oct/2018 08:50:41] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [29/Oct/2018 08:50:41] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [29/Oct/2018 08:50:41] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [29/Oct/2018 08:50:41] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [29/Oct/2018 12:36:09] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [29/Oct/2018 12:36:10] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [29/Oct/2018 12:36:10] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [29/Oct/2018 12:36:10] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [29/Oct/2018 12:36:10] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [29/Oct/2018 12:36:10] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [29/Oct/2018 12:36:10] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [29/Oct/2018 12:36:10] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [29/Oct/2018 12:36:10] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [29/Oct/2018 12:36:10] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [29/Oct/2018 12:36:10] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [29/Oct/2018 13:18:19] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [29/Oct/2018 13:18:19] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [29/Oct/2018 13:18:19] "GET /static/materialize.min.css HTTP/1.1" 200 -
127.0.0.1 - - [29/Oct/2018 13:18:19] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [29/Oct/2018 13:18:19] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [29/Oct/2018 13:18:19] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [29/Oct/2018 13:18:19] "GET /static/main.js HTTP/1.1" 200 -
127.0.0.1 - - [29/Oct/2018 13:18:20] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [29/Oct/2018 13:18:20] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [29/Oct/2018 13:18:20] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [29/Oct/2018 13:18:20] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [29/Oct/2018 13:18:20] "GET /static/main.css HTTP/1.1" 200 -
127.0.0.1 - - [29/Oct/2018 13:18:20] "GET /static/logo_full_bg.svg HTTP/1.1" 200 -
127.0.0.1 - - [29/Oct/2018 13:18:20] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [29/Oct/2018 13:18:20] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [29/Oct/2018 13:18:20] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [29/Oct/2018 13:18:21] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [29/Oct/2018 13:18:21] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [29/Oct/2018 13:18:21] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [29/Oct/2018 13:18:21] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [29/Oct/2018 13:18:21] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [29/Oct/2018 13:18:23] "POST / HTTP/1.1" 302 -
127.0.0.1 - - [29/Oct/2018 13:18:23] "GET /t HTTP/1.1" 200 -
127.0.0.1 - - [29/Oct/2018 13:18:24] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [29/Oct/2018 13:27:45] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [29/Oct/2018 13:27:45] "GET /static/materialize.min.css HTTP/1.1" 200 -
127.0.0.1 - - [29/Oct/2018 13:27:45] "GET /static/main.css HTTP/1.1" 200 -
127.0.0.1 - - [29/Oct/2018 13:27:45] "GET /static/logo_full_bg.svg HTTP/1.1" 200 -
127.0.0.1 - - [29/Oct/2018 13:27:45] "GET /static/main.js HTTP/1.1" 200 -
127.0.0.1 - - [29/Oct/2018 13:27:46] "POST / HTTP/1.1" 302 -
127.0.0.1 - - [29/Oct/2018 13:27:47] "GET /t HTTP/1.1" 200 -
127.0.0.1 - - [29/Oct/2018 13:30:41] "POST / HTTP/1.1" 302 -
127.0.0.1 - - [29/Oct/2018 13:30:42] "GET /t HTTP/1.1" 200 -
[2018-10-29 13:31:58,127] ERROR in app: Exception on /t [GET]
Traceback (most recent call last):
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 2292, in wsgi_app
    response = self.full_dispatch_request()
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1815, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1718, in handle_user_exception
    reraise(exc_type, exc_value, tb)
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1813, in full_dispatch_request
    rv = self.dispatch_request()
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1799, in dispatch_request
    return self.view_functions[rule.endpoint](**req.view_args)
  File "st-lite.py", line 41, in check
    stopId = session['userSt_id']
  File "/usr/lib/python2.7/site-packages/werkzeug/local.py", line 377, in <lambda>
    __getitem__ = lambda x, i: x._get_current_object()[i]
  File "/usr/lib64/python2.7/site-packages/flask/sessions.py", line 83, in __getitem__
    return super(SecureCookieSession, self).__getitem__(key)
KeyError: 'userSt_id'
127.0.0.1 - - [29/Oct/2018 13:31:58] "GET /t HTTP/1.1" 500 -
127.0.0.1 - - [29/Oct/2018 13:31:58] "GET /static/main.css HTTP/1.1" 200 -
127.0.0.1 - - [29/Oct/2018 13:31:58] "GET /static/main.js HTTP/1.1" 200 -
127.0.0.1 - - [29/Oct/2018 13:31:58] "GET /static/materialize.min.css HTTP/1.1" 200 -
127.0.0.1 - - [29/Oct/2018 13:31:58] "GET /static/logo_full_bg.svg HTTP/1.1" 200 -
127.0.0.1 - - [29/Oct/2018 13:31:59] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [29/Oct/2018 13:32:02] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [29/Oct/2018 13:32:02] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [29/Oct/2018 13:32:03] "POST / HTTP/1.1" 302 -
127.0.0.1 - - [29/Oct/2018 13:32:03] "GET /t HTTP/1.1" 200 -
[2018-10-30 10:46:17,336] ERROR in app: Exception on /t [GET]
Traceback (most recent call last):
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 2292, in wsgi_app
    response = self.full_dispatch_request()
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1815, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1718, in handle_user_exception
    reraise(exc_type, exc_value, tb)
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1813, in full_dispatch_request
    rv = self.dispatch_request()
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1799, in dispatch_request
    return self.view_functions[rule.endpoint](**req.view_args)
  File "st-lite.py", line 41, in check
    stopId = session['userSt_id']
  File "/usr/lib/python2.7/site-packages/werkzeug/local.py", line 377, in <lambda>
    __getitem__ = lambda x, i: x._get_current_object()[i]
  File "/usr/lib64/python2.7/site-packages/flask/sessions.py", line 83, in __getitem__
    return super(SecureCookieSession, self).__getitem__(key)
KeyError: 'userSt_id'
127.0.0.1 - - [30/Oct/2018 10:46:17] "GET /t HTTP/1.1" 500 -
127.0.0.1 - - [30/Oct/2018 10:46:17] "GET /static/logo_full_bg.svg HTTP/1.1" 200 -
127.0.0.1 - - [30/Oct/2018 10:46:17] "GET /static/main.css HTTP/1.1" 200 -
127.0.0.1 - - [30/Oct/2018 10:46:17] "GET /static/materialize.min.css HTTP/1.1" 200 -
127.0.0.1 - - [30/Oct/2018 10:46:18] "GET /static/main.js HTTP/1.1" 200 -
127.0.0.1 - - [30/Oct/2018 10:46:19] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [31/Oct/2018 13:41:00] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [31/Oct/2018 13:41:01] "GET /static/materialize.min.css HTTP/1.1" 200 -
127.0.0.1 - - [31/Oct/2018 13:41:01] "GET /static/main.css HTTP/1.1" 200 -
127.0.0.1 - - [31/Oct/2018 13:41:01] "GET /static/logo_full_bg.svg HTTP/1.1" 200 -
127.0.0.1 - - [31/Oct/2018 13:41:01] "GET /static/main.js HTTP/1.1" 200 -
127.0.0.1 - - [31/Oct/2018 13:41:02] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [31/Oct/2018 13:41:02] "POST / HTTP/1.1" 302 -
127.0.0.1 - - [31/Oct/2018 13:41:03] "GET /t HTTP/1.1" 200 -
127.0.0.1 - - [31/Oct/2018 13:41:03] "GET /favicon.ico HTTP/1.1" 404 -
[2018-11-01 13:17:17,176] ERROR in app: Exception on /t [GET]
Traceback (most recent call last):
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 2292, in wsgi_app
    response = self.full_dispatch_request()
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1815, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1718, in handle_user_exception
    reraise(exc_type, exc_value, tb)
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1813, in full_dispatch_request
    rv = self.dispatch_request()
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1799, in dispatch_request
    return self.view_functions[rule.endpoint](**req.view_args)
  File "st-lite.py", line 41, in check
    stopId = session['userSt_id']
  File "/usr/lib/python2.7/site-packages/werkzeug/local.py", line 377, in <lambda>
    __getitem__ = lambda x, i: x._get_current_object()[i]
  File "/usr/lib64/python2.7/site-packages/flask/sessions.py", line 83, in __getitem__
    return super(SecureCookieSession, self).__getitem__(key)
KeyError: 'userSt_id'
127.0.0.1 - - [01/Nov/2018 13:17:17] "GET /t HTTP/1.1" 500 -
127.0.0.1 - - [01/Nov/2018 13:17:17] "GET /static/materialize.min.css HTTP/1.1" 200 -
127.0.0.1 - - [01/Nov/2018 13:17:17] "GET /static/main.css HTTP/1.1" 200 -
127.0.0.1 - - [01/Nov/2018 13:17:17] "GET /static/logo_full_bg.svg HTTP/1.1" 200 -
127.0.0.1 - - [01/Nov/2018 13:17:18] "GET /static/main.js HTTP/1.1" 200 -
127.0.0.1 - - [01/Nov/2018 13:17:19] "GET /favicon.ico HTTP/1.1" 404 -
[2018-11-01 13:23:42,672] ERROR in app: Exception on /t [GET]
Traceback (most recent call last):
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 2292, in wsgi_app
    response = self.full_dispatch_request()
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1815, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1718, in handle_user_exception
    reraise(exc_type, exc_value, tb)
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1813, in full_dispatch_request
    rv = self.dispatch_request()
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1799, in dispatch_request
    return self.view_functions[rule.endpoint](**req.view_args)
  File "st-lite.py", line 41, in check
    stopId = session['userSt_id']
  File "/usr/lib/python2.7/site-packages/werkzeug/local.py", line 377, in <lambda>
    __getitem__ = lambda x, i: x._get_current_object()[i]
  File "/usr/lib64/python2.7/site-packages/flask/sessions.py", line 83, in __getitem__
    return super(SecureCookieSession, self).__getitem__(key)
KeyError: 'userSt_id'
127.0.0.1 - - [01/Nov/2018 13:23:42] "GET /t HTTP/1.1" 500 -
127.0.0.1 - - [01/Nov/2018 13:23:43] "GET /static/materialize.min.css HTTP/1.1" 200 -
127.0.0.1 - - [01/Nov/2018 13:23:43] "GET /static/main.css HTTP/1.1" 200 -
127.0.0.1 - - [01/Nov/2018 13:23:43] "GET /static/logo_full_bg.svg HTTP/1.1" 200 -
127.0.0.1 - - [01/Nov/2018 13:23:43] "GET /static/main.js HTTP/1.1" 200 -
127.0.0.1 - - [01/Nov/2018 13:23:45] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [01/Nov/2018 13:23:47] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [01/Nov/2018 13:23:48] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [01/Nov/2018 13:23:50] "POST / HTTP/1.1" 302 -
127.0.0.1 - - [01/Nov/2018 13:23:51] "GET /t HTTP/1.1" 200 -
127.0.0.1 - - [01/Nov/2018 13:30:40] "POST / HTTP/1.1" 302 -
127.0.0.1 - - [01/Nov/2018 13:30:41] "GET /t HTTP/1.1" 200 -
[2018-11-01 13:32:13,617] ERROR in app: Exception on /t [GET]
Traceback (most recent call last):
